State,PC No,PC Name,Sl no,Candidate,Party,EVM Votes,Postal Votes,Total Votes,Vote Share
Telangana,8,Secunderabad,41,VELAMARTHI. RAVI KIRAN,Independent,123,1,124,0.01
Telangana,8,Secunderabad,42,K. MURALI KRISHNA,Independent,120,-,120,0.01
Telangana,8,Secunderabad,43,DEVENDAR KONNE,Independent,117,-,117,0.01
Telangana,8,Secunderabad,44,KONDOJU MOHAN,Independent,113,1,114,0.01
Telangana,8,Secunderabad,45,MD KHALEEL UZ ZAMA,Independent,110,1,111,0.01
Telangana,8,Secunderabad,46,NOTA,None of the Above,5092,74,5166,0.49
Telangana,9,Hyderabad,1,ASADUDDIN OWAISI,All India Majlis-E-Ittehadul Muslimeen,659278,2703,661981,61.28
Telangana,9,Hyderabad,2,MADHAVI LATHA KOMPELLA,Bharatiya Janata Party,320481,3413,323894,29.98
Telangana,9,Hyderabad,3,MOHAMMED WALIULLAH SAMEER,Indian National Congress,62497,465,62962,5.83
Telangana,9,Hyderabad,4,SRINIVAS YADAV GADDAM,Bharat Rashtra Samithi,18498,143,18641,1.73
Telangana,9,Hyderabad,5,MEKALA RAGHUMA REDDY,Yuga Thulasi Party,2231,1,2232,0.21
Telangana,9,Hyderabad,6,DR.J.PADMAJA,Viduthalai Chiruthaigal Katchi,899,1,900,0.08
Telangana,9,Hyderabad,7,K.S.KRISHNA,Bahujan Samaj Party,763,6,769,0.07
Telangana,9,Hyderabad,8,RAMESH KUMAR MATANGI,Sakala Janula Party,663,-,663,0.06
Telangana,9,Hyderabad,9,KRANTHI KUMAR BANDELA,Indian National Yuva Jana Party,561,1,562,0.05
Telangana,9,Hyderabad,10,M.JOHNSON,All India Mahila Empowerment Party,515,-,515,0.05
Telangana,9,Hyderabad,11,JAMEEL SAYED,Alliance of Democratic Reforms Party,492,-,492,0.05
Telangana,9,Hyderabad,12,ASHOK KUMAR MAMBA,Maa Telangana Party,422,1,423,0.04
Telangana,9,Hyderabad,13,DR.LUBNA SARWATH,Vidhyarthula Rajakiya Party,410,1,411,0.04
Telangana,9,Hyderabad,14,SARAF TULASI GUPTA,Praja Ektha Party,281,-,281,0.03
Telangana,9,Hyderabad,15,V.SHANKER,Yuva Taram Party,275,1,276,0.03
Telangana,9,Hyderabad,16,GADDAM HARISH GOUD,Dharma Samaj Party,269,2,271,0.03
Telangana,9,Hyderabad,17,SYED ANWAR,Independent,251,-,251,0.02
Telangana,9,Hyderabad,18,KHAJA MOINUDDIN,All India Majlis-E-Inquilab-E-Millat,233,1,234,0.02
Telangana,9,Hyderabad,19,AMJAD KHAN,Independent,195,1,196,0.02
Telangana,9,Hyderabad,20,AMBI HANUMANTH RAO,Socialist Party (India),161,1,162,0.01
Telangana,9,Hyderabad,21,SHAIK BASHA,Dalita Bahujana Party,153,-,153,0.01
Telangana,9,Hyderabad,22,M.K.AHMED,Independent,149,-,149,0.01
Telangana,9,Hyderabad,23,SALVERU RAMESH,Indian Praja Congress,141,-,141,0.01
Telangana,9,Hyderabad,24,L.ASHOKNATH,Telangana Prajaa Jeevana Rythu Party,141,-,141,0.01
Telangana,9,Hyderabad,25,J.SHYAMSUNDER RAO,Independent,138,-,138,0.01
Telangana,9,Hyderabad,26,ANDE USHA KANNA,Bahujan Mukti Party,133,-,133,0.01
Telangana,9,Hyderabad,27,SATTI SHABABU REDDY,Independent,123,-,123,0.01
Telangana,9,Hyderabad,28,ANIL SEN,Independent,111,-,111,0.01
Telangana,9,Hyderabad,29,CHAITANYA KUMAR REDDY PELLAKURU,Independent,110,-,110,0.01
Telangana,9,Hyderabad,30,SILIVERU NARESH,Telangana Jaghir Party,103,-,103,0.01
Telangana,9,Hyderabad,31,NOTA,None of the Above,2867,39,2906,0.27
Telangana,10,Chevella,1,KONDA VISHWESHWAR REDDY,Bharatiya Janata Party,798517,11365,809882,48.34
Telangana,10,Chevella,2,DR GADDAM RANJITH REDDY,Indian National Congress,630861,6124,636985,38.02
Telangana,10,Chevella,3,KASANI GYANESHWAR KASANI,Bharat Rashtra Samithi,177540,1428,178968,10.68
Telangana,10,Chevella,4,RAMULU BINGI,Yuga Thulasi Party,4281,3,4284,0.26
Telangana,10,Chevella,5,KONDA VISHVESHWAR REDDY,All India Forward Bloc,3736,12,3748,0.22
Telangana,10,Chevella,6,SRIDEVI M,Alliance of Democratic Reforms Party,2684,4,2688,0.16
Telangana,10,Chevella,7,MOHAMMED SALEEM,Rashtriya Praja Congress  (Secular),2372,1,2373,0.14
Telangana,10,Chevella,8,SAHITHI DASARI,Independent,1924,14,1938,0.12
Telangana,10,Chevella,9,RANJIT REDDY GADE,Revolutionary Socialist Party,1693,5,1698,0.1
Telangana,10,Chevella,10,MOHD SHAKEEL,Desh Janhit Party,1646,1,1647,0.1
Telangana,10,Chevella,11,THOTLA RAGHAVENDER MUDIRAJ,Dharma Samaj Party,1599,49,1648,0.1
Telangana,10,Chevella,12,JANAPALA DURGA PRASAD,Independent,1516,1,1517,0.09
Telangana,10,Chevella,13,JALEEL AHMED,Independent,1508,2,1510,0.09
Telangana,10,Chevella,14,B V RAMESH NAIDU,Socialist Party (India),1494,1,1495,0.09
Telangana,10,Chevella,15,PHANI PRASAD KATAKAM,Social Justice Party of India,1425,1,1426,0.09
Telangana,10,Chevella,16,SUGURU SRINIVAS,Jai Swaraj Party,1385,1,1386,0.08
Telangana,10,Chevella,17,G MALLESHAM GOUD,Independent,1239,1,1240,0.07
Telangana,10,Chevella,18,KATHULA YADAIAH,Independent,1155,-,1155,0.07
Telangana,10,Chevella,19,DURGA PRASAD T,Praja Velugu Party,1134,5,1139,0.07
Telangana,10,Chevella,20,V PANDU,Independent,1070,5,1075,0.06
Telangana,10,Chevella,21,SANEM RAJU GOUD,Praja Ektha Party,970,1,971,0.06
Telangana,10,Chevella,22,GONE SRINIVAS REDDY,Independent,752,-,752,0.04
Telangana,10,Chevella,23,GOVIND LAL,Independent,661,-,661,0.04
Telangana,10,Chevella,24,MOHAMMED ABDUL QAVI ABBASI,All India Majlis-E-Inquilab-E-Millat,635,-,635,0.04
Telangana,10,Chevella,25,MOHAMMAD PASHA,Independent,628,-,628,0.04
Telangana,10,Chevella,26,P GOVIND,Bahujan Mukti Party,600,11,611,0.04
Telangana,10,Chevella,27,EESARI SURYAPRAKASH REDDY,Independent,581,2,583,0.03
Telangana,10,Chevella,28,SUDHAKAR VANAM,Marxist Communist Party of India (United),578,3,581,0.03
Telangana,10,Chevella,29,NARASIMHA REDDY DYAPA,Telangana Republican Party,524,1,525,0.03
Telangana,10,Chevella,30,MOHAMMED IQBAL,Independent,493,1,494,0.03
Telangana,10,Chevella,31,VISHWAKARMA SAPTHAGIRI,Independent,489,-,489,0.03
Telangana,10,Chevella,32,ANKAGALA PRAVEEN KUMAR,Independent,487,1,488,0.03
Telangana,10,Chevella,33,ANJANEYULU NEERATI,Independent,446,3,449,0.03
Telangana,10,Chevella,34,KANDIKEKAR SRINIVAS,Independent,445,1,446,0.03
Telangana,10,Chevella,35,CHINTALAGARI VENKAT SWAMY,Blue India Party,431,5,436,0.03
Telangana,10,Chevella,36,PALAMAKULA MADHU,India Praja Bandhu Party,428,2,430,0.03
Telangana,10,Chevella,37,KAVALI SUKUMAR,Independent,392,5,397,0.02
Telangana,10,Chevella,38,SERUBAI VASANTH KUMAR,Rashtra Samanya Praja Party,311,1,312,0.02
Telangana,10,Chevella,39,MOHAMMED MUSTAFA RIZWAN,Independent,300,1,301,0.02
Telangana,10,Chevella,40,MOHAMMAD RIAZUR REHMAN SHAIK,Independent,283,2,285,0.02
Telangana,10,Chevella,41,MOHAMMED ALI,Independent,247,1,248,0.01
Telangana,10,Chevella,42,AMIR SAJID,Independent,226,2,228,0.01
Telangana,10,Chevella,43,MOHAMMED AFSAR QUDOOS,Independent,179,-,179,0.01
Telangana,10,Chevella,44,NOTA,None of the Above,6313,110,6423,0.38
Telangana,11,Mahbubnagar,1,ARUNA. D. K,Bharatiya Janata Party,506747,4000,510747,41.66
Telangana,11,Mahbubnagar,2,CHALLA VAMSHI CHAND REDDY,Indian National Congress,503111,3136,506247,41.29
Telangana,11,Mahbubnagar,3,MANNE SRINIVAS REDDY,Bharat Rashtra Samithi,154296,496,154792,12.62
Telangana,11,Mahbubnagar,4,VENKATESWARLU TALLADA,Alliance of Democratic Reforms Party,6375,4,6379,0.52
Telangana,11,Mahbubnagar,5,KINNERA YADAGIRI,Independent,4470,-,4470,0.36
Telangana,11,Mahbubnagar,6,KURA VENKATAIAH,Independent,4248,1,4249,0.35
Telangana,11,Mahbubnagar,7,HARINDER REDDY MALLELA,Independent,3814,1,3815,0.31
Telangana,11,Mahbubnagar,8,KARUKONDA SRINIVAS YADAV,Independent,3450,1,3451,0.28
Telangana,11,Mahbubnagar,9,HANUMESH,Independent,3225,-,3225,0.26
Telangana,11,Mahbubnagar,10,MOHD ALAUDDIN,Bahujan Samaj Party,3056,21,3077,0.25
Telangana,11,Mahbubnagar,11,GOVINDAMMA,Independent,2748,-,2748,0.22
Telangana,11,Mahbubnagar,12,GANTLAVELLI RAKESH,Dharma Samaj Party,2600,18,2618,0.21
Telangana,11,Mahbubnagar,13,UMASHANKAR NEMMIKANTI,Independent,2214,-,2214,0.18
Telangana,11,Mahbubnagar,14,DINESH,Independent,1726,1,1727,0.14
Telangana,11,Mahbubnagar,15,ANDHARI ANJAIAH,Independent,1669,6,1675,0.14
Telangana,11,Mahbubnagar,16,SANGEPAGA SAROJANAMMA,Independent,1563,2,1565,0.13
Telangana,11,Mahbubnagar,17,B. RAVINDER,Social Justice Party of India,1082,3,1085,0.09
Telangana,11,Mahbubnagar,18,K. UDAY TEJ NAIK,Independent,1027,-,1027,0.08
Telangana,11,Mahbubnagar,19,MARLA ANJANEYULU,Jai Swaraj Party,1019,1,1020,0.08
Telangana,11,Mahbubnagar,20,NADIMINTI SRINIVASULU,Independent,983,2,985,0.08
Telangana,11,Mahbubnagar,21,M. NAVEEN REDDY,Independent,951,1,952,0.08
Telangana,11,Mahbubnagar,22,VIJAYA,Independent,592,4,596,0.05
Telangana,11,Mahbubnagar,23,ANEESUR RAHMAN,Bahujan Mukti Party,503,-,503,0.04
Telangana,11,Mahbubnagar,24,A. SRINIVASULU,Independent,437,1,438,0.04
Telangana,11,Mahbubnagar,25,KADINTI SHANKAR REDDY,Viduthalai Chiruthaigal Katchi,427,5,432,0.04
Telangana,11,Mahbubnagar,26,NARESH REDDY,Telangana Jaghir Party,420,-,420,0.03
Telangana,11,Mahbubnagar,27,VENKATA RAMANA,Independent,352,1,353,0.03
Telangana,11,Mahbubnagar,28,BANDA SATYANARAYANA,Independent,263,1,264,0.02
Telangana,11,Mahbubnagar,29,PULLANGARI SANDEEP KUMAR REDDY,Independent,261,1,262,0.02
Telangana,11,Mahbubnagar,30,VISHNU VARDHAN REDDY THAPALAKINDHI,Independent,227,2,229,0.02
Telangana,11,Mahbubnagar,31,MUDAVATH BALARAJU NAIK,Independent,181,2,183,0.01
Telangana,11,Mahbubnagar,32,NOTA,None of the Above,4286,44,4330,0.35
Telangana,12,Nagarkurnool,1,DR.MALLU RAVI,Indian National Congress,459259,5813,465072,38.14
Telangana,12,Nagarkurnool,2,BHARATH  PRASAD POTHUGANTI,Bharatiya Janata Party,364898,5760,370658,30.4
Telangana,12,Nagarkurnool,3,DR.R.S.PRAVEEN KUMAR,Bharat Rashtra Samithi,319216,2127,321343,26.36
Telangana,12,Nagarkurnool,4,AMBOJU RAVI,Alliance of Democratic Reforms Party,12544,10,12554,1.03
Telangana,12,Nagarkurnool,5,BESAMOLLA  YOSEF,Bahujan Samaj Party,7138,80,7218,0.59
Telangana,12,Nagarkurnool,6,PILLELA SRIKANTH,Independent,6403,1,6404,0.53
Telangana,12,Nagarkurnool,7,BUDDHULA SRINIVAS,Independent,4358,3,4361,0.36
Telangana,12,Nagarkurnool,8,PALADHI NAGARAJU,Independent,4056,2,4058,0.33
Telangana,12,Nagarkurnool,9,AMARNATH,India Praja Bandhu Party,3703,6,3709,0.3
Telangana,12,Nagarkurnool,10,PULJALA BALAIAH,Independent,3582,2,3584,0.29
Telangana,12,Nagarkurnool,11,GALIMUDI GEETHA,Independent,3145,2,3147,0.26
Telangana,12,Nagarkurnool,12,KARNE. SHIREESHA @ BARRELAKKA,Independent,3037,50,3087,0.25
Telangana,12,Nagarkurnool,13,PAKIRA RAMULU,Independent,2833,6,2839,0.23
Telangana,12,Nagarkurnool,14,BIKSHAPATHI LANDA,Independent,1980,1,1981,0.16
Telangana,12,Nagarkurnool,15,AYYAPPA SUNIL,Rashtriya Praja Congress  (Secular),1224,3,1227,0.1
Telangana,12,Nagarkurnool,16,GADDAM VIJAY,Bahujan Mukti Party,1006,3,1009,0.08
Telangana,12,Nagarkurnool,17,PRASANGI,Pyramid Party of India,892,-,892,0.07
Telangana,12,Nagarkurnool,18,VAGGU VINAY,Vidhyarthula Rajakiya Party,768,2,770,0.06
Telangana,12,Nagarkurnool,19,DASARI BHARATHI,Viduthalai Chiruthaigal Katchi,722,8,730,0.06
Telangana,12,Nagarkurnool,20,NOTA,None of the Above,4511,69,4580,0.38
Telangana,13,Nalgonda,1,KUNDURU RAGHUVEER,Indian National Congress,772264,12073,784337,60.5
Telangana,13,Nalgonda,2,SAIDI REDDY SHANAMPUDI,Bharatiya Janata Party,219606,4826,224432,17.31
Telangana,13,Nalgonda,3,KANCHARLA KRISHNA REDDY,Bharat Rashtra Samithi,216681,1736,218417,16.85
Telangana,13,Nalgonda,4,JANAIAH NANDIPATI,Telangana Sakalajanula Party,10832,27,10859,0.84
Telangana,13,Nalgonda,5,NAGARAJU BANDARU,Independent,7122,6,7128,0.55
Telangana,13,Nalgonda,6,ANJAIAH VIRIGINENI,Bahujan Samaj Party,7075,102,7177,0.55
Telangana,13,Nalgonda,7,MARAM VENKAT REDDY,Independent,5962,5,5967,0.46
Telangana,13,Nalgonda,8,PANUGOTU LALASINGH,Independent,5277,9,5286,0.41
Telangana,13,Nalgonda,9,THALARI RAMBABU,Dharma Samaj Party,5028,94,5122,0.4
Telangana,13,Nalgonda,10,RAMESH SUNKARA,Independent,3566,3,3569,0.28
Telangana,13,Nalgonda,11,POLISHETTY VENKATESHWARLU,Independent,3202,10,3212,0.25
Telangana,13,Nalgonda,12,KUKKALA VENKANNA,Independent,2561,5,2566,0.2
Telangana,13,Nalgonda,13,CHOLLETI PRABHAKAR,Independent,2482,22,2504,0.19
Telangana,13,Nalgonda,14,GOLI SAIDULU,Independent,1770,9,1779,0.14
Telangana,13,Nalgonda,15,MARRI NEHEMIAH,Independent,1653,9,1662,0.13
Telangana,13,Nalgonda,16,RAVI PALAKURI,Independent,1545,2,1547,0.12
Telangana,13,Nalgonda,17,VASKULA MATTAIAH,Marxist Communist Party of India (United),1033,7,1040,0.08
Telangana,13,Nalgonda,18,KUNDARAPU SRIKANTH,Independent,940,7,947,0.07
Telangana,13,Nalgonda,19,RACHA SUBHADRA REDDY,Socialist Party (India),835,11,846,0.07
Telangana,13,Nalgonda,20,LINGAM KRISHNA,Independent,666,-,666,0.05
Telangana,13,Nalgonda,21,KINNERA YADAIAH,Independent,654,7,661,0.05
Telangana,13,Nalgonda,22,SHIRISHALA SRINAIAH,Independent,513,1,514,0.04
Telangana,13,Nalgonda,23,NOTA,None of the Above,5869,217,6086,0.47
Telangana,14,Bhongir,1,CHAMALA KIRAN KUMAR REDDY,Indian National Congress,623762,5381,629143,44.89
Telangana,14,Bhongir,2,DR. BOORA NARSAIAH GOUD,Bharatiya Janata Party,401513,5460,406973,29.04
Telangana,14,Bhongir,3,KYAMA MALLESH,Bharat Rashtra Samithi,254838,1349,256187,18.28
Telangana,14,Bhongir,4,MAHAMD JAHANGIR,Communist Party of India  (Marxist),28412,318,28730,2.05
Telangana,14,Bhongir,5,RAMESH GOUD THALLAPELLY,Alliance of Democratic Reforms Party,8130,16,8146,0.58
Telangana,14,Bhongir,6,AITARAJU ABENDER,Bahujan Samaj Party,7703,66,7769,0.55
Telangana,14,Bhongir,7,ASURA BALU,Independent,5747,3,5750,0.41
Telangana,14,Bhongir,8,PULIGILLA BIXAPATHI YADAV,National Nava Kranthi Party,4718,-,4718,0.34
Telangana,14,Bhongir,9,BUSHIPAKA VENKATAIAH,Independent,4674,1,4675,0.33
Telangana,14,Bhongir,10,POOSA SRINIVAS,Telangana Rashtra Punahnirmana Samithi,4431,2,4433,0.32
Telangana,14,Bhongir,11,NARENDRAA VEMULA,Jai Swaraj Party,4303,1,4304,0.31
Telangana,14,Bhongir,12,KONGARI LINGA SWAMY,Dharma Samaj Party,4029,64,4093,0.29
Telangana,14,Bhongir,13,TARIGOPPULA MAHENDER,Social Justice Party of India,3088,1,3089,0.22
Telangana,14,Bhongir,14,KARINGULA YADAGIRI,Independent,2607,5,2612,0.19
Telangana,14,Bhongir,15,BETHI NARENDER,Independent,2168,-,2168,0.15
Telangana,14,Bhongir,16,M. GANESH,Pyramid Party of India,1996,14,2010,0.14
Telangana,14,Bhongir,17,MALLEBOINA PARAMESH YADAV,Independent,1895,2,1897,0.14
Telangana,14,Bhongir,18,LINGIDI. VENKATESWARLU,Prajavani  Party,1792,-,1792,0.13
Telangana,14,Bhongir,19,V. SADANANDA REDDY,People Protection Party,1734,3,1737,0.12
Telangana,14,Bhongir,20,DHERAVATH GOPI NAIK,Jai Maha Bharath Party,1678,4,1682,0.12
Telangana,14,Bhongir,21,PENTA RAMESH,Independent,1646,1,1647,0.12
Telangana,14,Bhongir,22,RACHA SUBHADRA REDDY,Socialist Party (India),1444,21,1465,0.1
Telangana,14,Bhongir,23,VARIKUPPALA. KRISHNA VADDERA,Independent,1361,5,1366,0.1
Telangana,14,Bhongir,24,BASHABOINA LAKSHMAIAH,Independent,1319,1,1320,0.09
Telangana,14,Bhongir,25,NUNE VENKAT SWAMY,Independent,919,4,923,0.07
Telangana,14,Bhongir,26,NARRI. SWAMY KURUMA,Independent,897,1,898,0.06
Telangana,14,Bhongir,27,JANGA. SUJATHANAVEEN REDDY,Independent,847,-,847,0.06
Telangana,14,Bhongir,28,ERRA SURYAM,Viduthalai Chiruthaigal Katchi,777,1,778,0.06
Telangana,14,Bhongir,29,"KONGARI, MALLAIAH",Independent,631,2,633,0.05
Telangana,14,Bhongir,30,DR : MORIGADI KRISHNA,Independent,616,1,617,0.04
Telangana,14,Bhongir,31,KANDE. RAMARAJU,Independent,577,2,579,0.04
Telangana,14,Bhongir,32,KOTHOJU SRINIVASU,National Maha Sabha Party,567,2,569,0.04
Telangana,14,Bhongir,33,AMIREDDY KIRAN REDDY,Independent,540,1,541,0.04
Telangana,14,Bhongir,34,CHANDU NAYAK MEGAVATH,Independent,501,1,502,0.04
Telangana,14,Bhongir,35,KADIRE KIRAN KUMAR,Bahujan Republican  Socialist Party,476,2,478,0.03
Telangana,14,Bhongir,36,KARUNAKAR REDDY NALLA,Jai Bharat National Party,446,1,447,0.03
Telangana,14,Bhongir,37,KANDADI. MANIPAL REDDY,Telangana Republican Party,432,1,433,0.03
Telangana,14,Bhongir,38,UDARI MALLESH,Independent,404,2,406,0.03
Telangana,14,Bhongir,39,ANIL KUMAR GADEPAKA,Independent,390,3,393,0.03
Telangana,14,Bhongir,40,NOTA,None of the Above,4571,75,4646,0.33
Telangana,15,Warangal,1,KADIYAM KAVYA,Indian National Congress,575566,5728,581294,45.85
Telangana,15,Warangal,2,AROORI RAMESH,Bharatiya Janata Party,355875,5080,360955,28.47
Telangana,15,Warangal,3,Dr. MARAPALLY SUDHEER KUMAR,Bharat Rashtra Samithi,230820,1213,232033,18.3
Telangana,15,Warangal,4,AMBOJU BUDDAIAH,Alliance of Democratic Reforms Party,11103,12,11115,0.88
Telangana,15,Warangal,5,KALPANA PANJA,Bahujan Samaj Party,9230,97,9327,0.74
Telangana,15,Warangal,6,KONGARA ANIL KUMAR,Independent,6259,-,6259,0.49
Telangana,15,Warangal,7,ANIL KUMAR GADEPAKA,Independent,4482,4,4486,0.35
Telangana,15,Warangal,8,BUNGA JYOTHI RAMANA,Aihra National Party,4262,3,4265,0.34
Telangana,15,Warangal,9,MEKALA SUMAN,Dharma Samaj Party,3972,66,4038,0.32
Telangana,15,Warangal,10,AR NENA PREM READY RIPEEKA,Mana Telangana Rashtra Samaikya Party,3625,9,3634,0.29
Telangana,15,Warangal,11,KOYYADA NARESH,Independent,3283,3,3286,0.26
Telangana,15,Warangal,12,PRAMEELA JANNU,Independent,3022,-,3022,0.24
Telangana,15,Warangal,13,BARIGELA SHIVA,Independent,2947,2,2949,0.23
Telangana,15,Warangal,14,S P K  SAGAR,Jai Maha Bharath Party,2769,4,2773,0.22
Telangana,15,Warangal,15,PASULA RAVI,Republican Party of India (Athawale),2220,19,2239,0.18
Telangana,15,Warangal,16,DEVARAJU PENDELA,Rashtriya Praja Congress  (Secular),2072,11,2083,0.16
Telangana,15,Warangal,17,POTHARAJU NARASIMHARAJU,Independent,1955,-,1955,0.15
Telangana,15,Warangal,18,BOLLAM VIJAY KUMAR,Independent,1821,4,1825,0.14
Telangana,15,Warangal,19,MACHA DEVENDER,Viduthalai Chiruthaigal Katchi,1753,16,1769,0.14
Telangana,15,Warangal,20,ROOPA POLEPAKA,Independent,1657,2,1659,0.13
Telangana,15,Warangal,21,NARMADA PRAVEEN,Pyramid Party of India,1657,7,1664,0.13
Telangana,15,Warangal,22,DHAYAKAR GAJJI,Independent,1637,1,1638,0.13
Telangana,15,Warangal,23,POGULA ASHOK,Independent,1333,4,1337,0.11
Telangana,15,Warangal,24,THANDRA ESHWAR,Independent,1290,2,1292,0.1
Telangana,15,Warangal,25,MANDA NARESH,Independent,1044,7,1051,0.08
Telangana,15,Warangal,26,KOTHAPALLI SAVITHRI,Marxist Communist Party of India (United),1018,5,1023,0.08
Telangana,15,Warangal,27,PUTTA VINOD KUMAR,Independent,908,1,909,0.07
Telangana,15,Warangal,28,BOCHU RAJU,Independent,905,8,913,0.07
Telangana,15,Warangal,29,PAITHARA ACHYUTH,Independent,901,5,906,0.07
Telangana,15,Warangal,30,MANGALAPELLI ASHAIAH,Independent,847,-,847,0.07
Telangana,15,Warangal,31,GADDAM CHIRANJEEVI,Independent,825,1,826,0.07
Telangana,15,Warangal,32,MOTHKUPELLY PRABHAKAR,Independent,818,1,819,0.06
Telangana,15,Warangal,33,GANNARAPU RAVINDER,Independent,752,-,752,0.06
Telangana,15,Warangal,34,GANIPAKA PRADEEP,Independent,710,3,713,0.06
Telangana,15,Warangal,35,RAMESH BABU SHANIGARAPU,Independent,658,4,662,0.05
Telangana,15,Warangal,36,Dr GADAM MALLESH,Jai Bharat National Party,563,4,567,0.04
Telangana,15,Warangal,37,THALLAPALLY VENKATAIAH,Independent,538,-,538,0.04
Telangana,15,Warangal,38,BASHIPAKA SUDHAKAR,Independent,503,2,505,0.04
Telangana,15,Warangal,39,RK GANAPURAM,Independent,468,6,474,0.04
Telangana,15,Warangal,40,CHILUVERU PRATHAP,Independent,399,2,401,0.03
Telangana,15,Warangal,41,THATIKAYALA SATHISH BABU,Independent,382,2,384,0.03
Telangana,15,Warangal,42,CHILUMULLA SUJATHA,Independent,377,2,379,0.03
Telangana,15,Warangal,43,NOTA,None of the Above,8209,171,8380,0.66
Telangana,16,Mahabubabad,1,BALRAM NAIK PORIKA,Indian National Congress,608505,4269,612774,55.27
Telangana,16,Mahabubabad,2,KAVITHA MALOTH,Bharat Rashtra Samithi,262416,1193,263609,23.77
Telangana,16,Mahabubabad,3,PROFESSOR. AZMEERA SEETARAM NAIK,Bharatiya Janata Party,108775,1669,110444,9.96
Telangana,16,Mahabubabad,4,ARUN KUMAR MYPATHI,All India Forward Bloc,38252,884,39136,3.53
Telangana,16,Mahabubabad,5,RAGHU VARMA JATOTHU,Alliance of Democratic Reforms Party,11879,14,11893,1.07
Telangana,16,Mahabubabad,6,DURGA PALVANCHA,Independent,10112,7,10119,0.91
Telangana,16,Mahabubabad,7,KONETI SUJATHA,Bahujan Samaj Party,8058,35,8093,0.73
Telangana,16,Mahabubabad,8,ANIL KUMAR BODA,Independent,6419,12,6431,0.58
Telangana,16,Mahabubabad,9,CHANDA LINGAIAH,Independent,5075,25,5100,0.46
Telangana,16,Mahabubabad,10,MOKALLA MURALIKRISHNA,Independent,4056,6,4062,0.37
Telangana,16,Mahabubabad,11,SOYAM KANNA RAJU,Gondvana Gantantra Party,3727,28,3755,0.34
Telangana,16,Mahabubabad,12,BANOTH PREM NAYAK [BPN],Independent,3707,5,3712,0.33
Telangana,16,Mahabubabad,13,PAYAM.SINGARAJU,Independent,3192,4,3196,0.29
Telangana,16,Mahabubabad,14,PADIGA YARRAIAH,Independent,2873,14,2887,0.26
Telangana,16,Mahabubabad,15,DV NAIK,Independent,2780,1,2781,0.25
Telangana,16,Mahabubabad,16,GUGULOTH SHEKAR NAIK,Independent,2533,9,2542,0.23
Telangana,16,Mahabubabad,17,RAVVA. BHADRAMMA,Dharma Samaj Party,2234,10,2244,0.2
Telangana,16,Mahabubabad,18,SODE VENKATESWARLU,Gondwana Dandkaranya Party,2154,18,2172,0.2
Telangana,16,Mahabubabad,19,BANOTH LINGYA NAIK,Independent,1712,3,1715,0.15
Telangana,16,Mahabubabad,20,BODA PRASHANTH,Independent,1588,2,1590,0.14
Telangana,16,Mahabubabad,21,BURKA KRISHNAVENI,Socialist Party (India),1438,10,1448,0.13
Telangana,16,Mahabubabad,22,BANOTHU LINGANNA,Blue India Party,1367,-,1367,0.12
Telangana,16,Mahabubabad,23,VANKUDOTHU RAVI KUMAR (RAVANNA),Telangana Jaghir Party,1117,8,1125,0.1
Telangana,16,Mahabubabad,24,NOTA,None of the Above,6511,80,6591,0.59
Telangana,17,Khammam,1,RAMASAHAYAM RAGHURAM REDDY,Indian National Congress,759603,7326,766929,61.29
Telangana,17,Khammam,2,NAMA NAGESWARA RAO,Bharat Rashtra Samithi,297592,1490,299082,23.9
Telangana,17,Khammam,3,VINOD RAO TANDRA,Bharatiya Janata Party,117075,1561,118636,9.48
Telangana,17,Khammam,4,VASAM RAMAKRISHNA DORA,Independent,6200,15,6215,0.5
Telangana,17,Khammam,5,ULLENGALA YADAGIRI,Independent,6063,1,6064,0.48
Telangana,17,Khammam,6,ADVOCATE YERRA KAAMESH,Bahujan Samaj Party,6030,71,6101,0.49
Telangana,17,Khammam,7,KUKKALA NAGAIAH,Alliance of Democratic Reforms Party,5724,19,5743,0.46
Telangana,17,Khammam,8,KATUKOJWALA NAGESWAR RAO,Independent,4111,3,4114,0.33
Telangana,17,Khammam,9,CHILAKABATHINI STALIN,Independent,3112,1,3113,0.25
Telangana,17,Khammam,10,SHAIK BAJI BABA,Independent,2422,2,2424,0.19
Telangana,17,Khammam,11,KASIMALLA NAGESWARA RAO,Independent,2232,5,2237,0.18
Telangana,17,Khammam,12,BANDARU NAGARAJU,Independent,2122,-,2122,0.17
Telangana,17,Khammam,13,SHAIK KHALEEL PASHA,Independent,2023,5,2028,0.16
Telangana,17,Khammam,14,EDURUGATLA CHITTI MALLU,Independent,1848,6,1854,0.15
Telangana,17,Khammam,15,GANGIREDDY KOTI REDDY,Independent,1789,1,1790,0.14
Telangana,17,Khammam,16,SHAIK SIRAJUDDIN,Independent,1661,2,1663,0.13
Telangana,17,Khammam,17,SHAIK AJJULU,Independent,1342,-,1342,0.11
Telangana,17,Khammam,18,KOPPULA SRINIVASA RAO,Jaibhim Rao Bharat Party,1271,2,1273,0.1
Telangana,17,Khammam,19,MADDISETTY YERRAPPA @ AJAY,Independent,1043,10,1053,0.08
Telangana,17,Khammam,20,SHAIK MOHMED RASOOL,Independent,1021,1,1022,0.08
